id	name	type
2891D5B4	dennis r proffitt	author
30B0B411	stephane canu	author
39770679	lluis a belanche	author
4889E9B4	serhan dagtas	author
4E86463E	goetz graefe	author
6E155236	junji yamato	author
6F07778F	bijan parsia	author
73B804E8	katy s azoury	author
75B51B09	michael s bernstein	author
75D373B1	sebastian riedel	author
75F49D34	shingo mabu	author
7609978B	jeongwoo ko	author
761FC124	alan walendowski	author
76522D4D	weiguang teng	author
7721133B	stephen soderland	author
773FDCB1	winfried denk	author
7836B637	andrea davella	author
78421A93	marianne rudisill	author
78598779	mark palatucci	author
78813FE1	jennifer chayes	author
789B665A	christopher olston	author
78AC5BBF	duen horng chau	author
78DEDAED	karl tuyls	author
78F46DED	julian kupiec	author
7919373A	nachiappan nagappan	author
793B547B	kenichi kurihara	author
7965E1BE	christian kastner	author
79C2A7FF	david yarowsky	author
7A48E88C	david haussler	author
7A589E2A	p a bromiley	author
7B172CE7	john loch	author
7BA821F7	daniel avrahami	author
7CFB21EF	talya meltzer	author
7CFC587D	jason k johnson	author
7CFCC83C	munirathnam srikanth	author
7D13659E	usama fayyad	author
7D226DC2	purvesh shah	author
7D28DB7B	scott a brandt	author
7D4FA2D7	xinming he	author
7D50BD1F	susan craw	author
7D63AEDA	ji zhu	author
7D691F3E	andrea arcuri	author
7D6A9BB7	hungchih yang	author
7D6C302D	blackford middleton	author
7D812FB1	eda baykan	author
7DA9B04D	yihfarn robin chen	author
7DC58A65	stephen gould	author
7DC9EEBE	jimeng sun	author
7DD1E51E	shobha venkataraman	author
7DD4AEDF	sun yi	author
7E00C238	stefan wrobel	author
7E0DE8DC	henry lieberman	author
7E10E66F	greg smith	author
7E2B2390	haixun wang	author
7E422709	janyce wiebe	author
7E447F34	eric hayman	author
7E70DC4F	rob barrett	author
7E78DD27	eileen allen	author
7E79DCD2	andy tsai	author
7EA7B039	hansgeorg zimmermann	author
7EAFCFC4	martin host	author
7EBF96CA	wei yuan	author
7EC1FD0D	jianke zhu	author
7EC8F39A	roberto santana	author
7EDCB657	mirek riedewald	author
7EDF5B04	p yu	author
7F2C39F9	john w fisher	author
7F53AABF	thomas funkhouser	author
7F6D70F4	howard ho	author
7F7A2A4B	shifeng chen	author
7F8A8921	alan fern	author
7F993B46	narendra k gupta	author
7F999F33	yuu yamada	author
7F9C28DC	ying yang	author
7F9E8D37	michael d lieberman	author
7FA3187F	douglas eck	author
7FAA8B2D	qiang ji	author
7FAED0C7	lujun fang	author
7FC77763	wangchien lee	author
7FD5484E	kuangchih lee	author
7FD928D5	xinsong xia	author
7FF31633	qifa ke	author
7FF5C42B	david p williamson	author
7FF7733B	can wang	author
7FFDE6E7	kuiyu chang	author
7FFF3AD9	marco zennaro	author
800027F2	christian heath	author
80221CB7	jonathan tash	author
8059E4C7	david m bradley	author
805D2055	mishra n	author
80687464	xue bai	author
80816A81	jin tian	author
8096E0B0	jonathan schaeffer	author
809F97B5	zhili guo	author
80B0334C	daniel j lizotte	author
80DBC577	jenssteffen gutmann	author
80EF104C	chinhui lee	author
80FEEE45	tim menzies	author
81177C86	j l de la rosa	author
8121E147	ferrante neri	author
812C4614	zhong su	author
8138405A	guirong xue	author
815025AA	trevor cohn	author
815CDF26	liwei chen	author
81991490	donghong ji	author
81CB287B	pedro domingos	author
82330A5C	ravi kannan	author
82B2CEE2	umesh vazirani	author
82CC10A9	nizar habash	author
82D0BA0E	santiago fernandez	author
833A9B0B	jian hu	author
8379C814	meinard muller	author
83D3C8A5	cosimo anglano	author
8479E15C	freedman	author
8481BAA8	rasheed	author
84879B7A	dick tsur	author
8491C900	david crisp	author
84A0FED9	chris h q ding	author
84BDE23F	abraham flaxman	author
84C5367A	german cheung	author
84CECB45	wolfgang nejdl	author
84D79BDA	kai yu	author
84EE7751	vermaak	author
84F1A503	jebara	author
84F68C42	duraiswami	author
850571E3	doug downey	author
85328310	yon dourisboure	author
8583E6A4	nuria oliver	author
859279DA	timothy l bailey	author
85B168DC	huan liu	author
8624B092	raymond reiter	author
8625C118	pietro s oliveto	author
862CD093	kai yu	author
8635132B	p s bradley	author
86382A5D	eskin e weston j	author
00E27758	alexandros karatzoglou	author
014CF1D5	oren kurland	author
060C38B0	simon kasif	author
07926FD2	moshe tennenholtz	author
07BBD596	gunter saake	author
07C2B543	ronan collobert	author
08980037	jacques gautrais	author
09100368	eerika savia	author
097B78CE	kannan achan	author
0A603CBD	danny weyns	author
0F76D4A1	ian fasel	author
0FB6C646	bogdan alexe	author
107345B9	oliver lemon	author
111BA8C1	craig gotsman	author
1293833B	antti honkela	author
139D8066	murat kantarcioǧlu	author
140F7A52	baba c vemuri	author
1597A186	r manivasakan	author
22718342	mikhail soutchanski	author
2915CE74	umeshwar dayal	author
29C11F6C	brian r gaines	author
2AA5EC7C	patrick gallinari	author
2C59B2D4	tal shaked	author
37EC7ABA	hendrik dahlkamp	author
4A574861	pascal poupart	author
4B587E1B	austin i eliazar	author
6B9843E5	keki b irani	author
7111FA18	hilan bensusan	author
72C7C17F	brian smits	author
733A2AD2	w b croft	author
753AA403	stefan schaal	author
756FF300	alan d weinstein	author
75B8D23A	mark chavira	author
75C6CE65	renato pajarola	author
76149185	hedi harzallah	author
761A02CC	douglas thain	author
76CC46EA	andrew fano	author
7713578E	jagan sankaranarayanan	author
77575A32	jianbo shi	author
776F1113	aleksey golovinskiy	author
77893723	xiaofeng he	author
77A03DDB	steven skiena	author
77D8BC88	ondrej chum	author
78205AC7	jaco vermaak	author
78270154	balazs kegl	author
784A3821	stefan brecheisen	author
784CEBB0	robert kaucic	author
787996CC	gail reynard	author
78EFB017	james caverlee	author
792418A1	jan puzicha	author
79291EFB	peter brusilovsky	author
79ABB16E	luc florack	author
7A053C4C	arun s maiya	author
7A9D73BD	geoff hulten	author
7B032483	regan l mandryk	author
7B386A03	sanjeev khanna	author
7B782C61	shyjan mahamud	author
7C21B153	julien blanchard	author
7C34F3B5	johannes gehrke	author
7C39C6E2	john f haddon	author
7C4034E4	l c van der gaag	author
7D668D6C	mary ellen foster	author
7D6D7869	jonas c peters	author
7D7057EA	andre brinkmann	author
7D799AF8	thanhvu nguyen	author
7D8B9D02	gautam biswas	author
7D902EA7	mark gillingham	author
7D94F722	zengjian hu	author
7DA58E5A	daniel g aliaga	author
7DB0AD4D	pradeep dubey	author
7DBBD0DC	gang wu	author
7DCED036	m stella atkins	author
7DD52D07	jue wang	author
7DD5F655	dana wilkinson	author
7E0B8362	christopher k i williams	author
7E144E47	nobutaka shimada	author
7E4A2BDC	gary bishop	author
7E671999	sang ryong kim	author
7E6A1742	zhun fan	author
7E6CF333	wen gao	author
7E7AFF0E	jason v davis	author
7E983899	gong cheng	author
7EA863A9	cheng soon ong	author
7EAF7359	belle l tseng	author
7EB38FF8	h brendan mcmahan	author
7EB8119C	d j peel	author
7EBAD5CA	josep m pujol	author
7ED066C7	joel l wolf	author
7ED42BFE	david reynard	author
7EDD07CB	g e wittig	author
7F0755F1	max h m costa	author
7F1FF578	yuqiang guan	author
7F2673AD	gonzalo navarro	author
7F2821D0	barry smyth	author
7F2952BD	hector munozavila	author
7F315EAB	lawrence shih	author
7F3EEC81	corinna cortes	author
7F4FD9E5	yiukai ng	author
7F5CF1D8	anthony j bell	author
7F75ADD2	xiaogang wang	author
7F7F5ED4	robert sim	author
7F8090AF	anders krogh	author
7FD9418B	joyce y chai	author
7FE5CD2E	li wei	author
7FF35879	roger zimmermann	author
7FF6DD3D	cheefon chang	author
7FFFFC2F	junya honda	author
80031E6F	s k m wong	author
804B3747	joost kok	author
806048A8	dianne p oleary	author
8065682C	jiwoon jeon	author
8069C963	thomas leung	author
806CF26D	volker blanz	author
806F8EDF	jihun yu	author
80C01E00	jinxiang chai	author
80C378DD	samyuan sung	author
80D45B35	shiaokai wang	author
80D59A1D	sally a goldman	author
81381FED	masato kawade	author
814D18CE	hansulrich simon	author
817296B1	jesper lind	author
82EAF9FD	son dao	author
8341C990	youngwoo seo	author
8348A255	l lovasz	author
8359D325	brian d davison	author
83DC65B2	hamed valizadegan	author
842AFAD6	hsuantien lin	author
8471EBBF	dave wroblewski	author
847CD38C	lahav yeffet	author
849CDB41	cremers	author
84B878B7	taylor	author
84BAA7F9	sivic	author
84EB4113	hao huang	author
84F0E032	n duntsch	author
84FF7E76	xiaopeing xiong	author
850B4566	kaushik ghosh	author
850B7FDE	christoph tillmann	author
8549D740	m h lin	author
85941E4A	yoram singer	author
85D965A2	silvio micali	author
861FD7DA	philip k chan	author
8623CCD1	neal checka	author
862999A9	cesar cardona uribe	author
862DF499	feng tian	author
8638781D	david hurley	author
0115452E	elizabeth d mynatt	author
0148BC95	maxim a batalin	author
01DE22A8	avi wigderson	author
029DC9A6	alberto moraglio	author
02FCCE11	jerry alan fails	author
0370B8DE	lorenz wernisch	author
03A88677	hans uszkoreit	author
0738EE84	anthony k h tung	author
088BD5D5	stefan edelkamp	author
094509F1	stefan schlobach	author
09DF1739	fabio ciravegna	author
0A396E38	jan lellmann	author
0A6DCF76	peter i cowling	author
0B71616C	kevin leytonbrown	author
0E66FAC7	geoffrey m voelker	author
0E9CBFA2	fabio pellacini	author
0F449D06	paul milgram	author
11F6C1C9	pamela ludford	author
12417ADB	daniel fleder	author
1253D881	francois rioult	author
12C1CBEA	massimo poesio	author
13581CED	tommer leyvand	author
137E7662	dorit avrahamizilberbrand	author
13DD4E23	fiorella de rosis	author
2605C288	david haussler	author
26912D83	luca maria gambardella	author
28661267	dmitry shkarin	author
29A36A39	michael e houle	author
2B9BD818	pertti vakkari	author
2C5107AB	michael gleicher	author
3D15A2DF	ali kemal sinop	author
4896DEEE	paul scovanner	author
5887AB8E	peter gehler	author
5C473918	spyros blanas	author
5E32486F	rosa i arriaga	author
6CDFAF11	j p t m geurts	author
712DA3D2	yoshinao takemae	author
74EDA1D4	masahiko haruno	author
7515ED9D	david a mellis	author
7585C2A5	michel galley	author
75DCBCB2	hitoshi matsubara	author
76192550	jussi myllymaki	author
764A63B0	david r hardoon	author
765F4E75	david wipf	author
774958B5	anand rajaraman	author
77876735	feifei li	author
77A0F3EF	eric brill	author
77A143AB	m j a strens	author
77FCD19A	stefan berchtold	author
78419646	vili jussila	author
7870739C	bruce lindsay	author
7895BBEC	yaniv taigman	author
789D5034	ralf schenkel	author
78EC3A64	emanuel todorov	author
790DB4D9	ludo pagie	author
79A4A81E	carlos a coello coello	author
79E69C4B	paul david waldo	author
7A1958AD	horst bischof	author
7A2467E8	ioannis konstas	author
7A281C15	luis v santanaquintero	author
7A77F856	dorin comaniciu	author
7AB01072	gustavo f bayon	author
7B00A7D0	joseph m hellerstein	author
7B1AC49D	adrian agogino	author
7B1FB61F	jukka kuusisto	author
7BFB375E	jeanluc perret	author
7C2522FE	g turpin	author
7C5C4ED9	tom erez	author
7CFDCCF5	k veropoulos	author
7D04B6F7	mark a friedl	author
7D0EC6CE	amit manjhi	author
7D11126D	takeshi yamada	author
7D1D9836	hongyuan zha	author
7D2476AA	matthew mclaughlin	author
7D30E7BE	gordon v cormack	author
7D3A2CE4	yi deng	author
7D4296C5	brian price	author
7D515727	david k stevens	author
7D52D1FD	toshimitsu kaneko	author
7D7334E3	vladimir kolmogorov	author
7D783082	andrew c singer	author
7D79E69C	dan morris	author
7D7F3D09	ming zhou	author
7D888CDA	zhaonan sun	author
7D91554B	david ratajczak	author
7D9F65D1	kevin p murphy	author
7DAF0CE1	pakming cheung	author
7DB0B22C	jian zhang	author
7DBE474D	salvatore orlando	author
7DC2D174	john yen	author
7DCD998C	niranjan srinivas	author
7DDB4399	minyou wu	author
7DE7149C	m j f gales	author
7DF401BD	xianfeng gu	author
7E0696A9	helge ritter	author
7E2C2332	matthieu guillaumin	author
7E342F2E	rosa meo	author
7E56196A	bin liu	author
7E611C96	joel lehman	author
7E692B6E	daniel p dabney	author
7E73E79E	mick jordan	author
7E86EACF	monson h hayes	author
7E9B22C7	kedar dhamdhere	author
7EB2ED51	jonathan mansfield	author
7ED952D6	joachim p walser	author
7EF33142	saharon rosset	author
7F02AC87	c y ho	author
7F02FFAD	fabrizio sebastiani	author
7F17012C	kathy ryall	author
7F32B066	sanjeev mehrotra	author
7F3CE566	guihong cao	author
7F548A03	rahul biswas	author
7F801EF4	yan ke	author
7F890011	li wang	author
7F8A2396	tianshi gao	author
7F93EEA3	pushpak bhattacharya	author
7FA4AD7A	a van der hoek	author
7FAA61B2	daniel n hennessy	author
7FB2EFE0	seongbae park	author
7FE1EF4A	hang cui	author
7FE5FF3F	nikhil bansal	author
8003F05E	j s denker	author
800D36BE	emmanuel munguia tapia	author
8043A74F	wangpin hsiung	author
8078C053	yuru lin	author
807B395D	thilothomas fries	author
808D427B	r k beatson	author
8092E10A	a van den hengel	author
80A30C37	adriano veloso	author
80AE7AA4	yingqing xu	author
80B494AD	lynn andrea stein	author
80B570EC	martin theobald	author
80CE3301	chengqing zong	author
80E8CE44	shipeng yu	author
80F4ABFE	yang liu	author
80F6F1D4	pradeep dubey	author
81074885	sunghun kim	author
812FF69E	daphne koller	author
81306A4E	raymond j mooney	author
813FB41E	xiaoyuan tu	author
81406F10	frank cornelissen	author
816AE741	dekai wu	author
8171F4DF	cjc burges	author
819D4AD8	j rg hoffmann	author
82437AD5	maricia scott	author
82A21271	young min kim	author
82DD9CEF	david e goldberg	author
8485680D	jerǒme simeon	author
84A23FB5	brian milch	author
84A78955	yuhan cai	author
84C99DD5	gritai	author
84EE9845	panu turcot	author
84EF395B	doretto	author
84F4FB9E	david hull	author
84F7C749	robleskelly	author
851A3F71	blake hannaford	author
851EBA5D	kan deng	author
853EF85D	jason weston	author
85552208	raghotham murthy	author
8573CE6E	herve delingette	author
85838997	ronan cummins	author
85B1BA02	rajesh p rao	author
85BAB835	beverly harrison	author
86244A73	laurent candillier	author
8634AE94	maja j mataric	author
86381DBC	donghui zhang	author
8639FBEC	solomon eyal shimony	author
0151C135	piotr indyk	author
0386F104	karen kukich	author
0754595E	wojciech matusik	author
07C6C8C9	amnon shashua	author
07C793B2	thomas leich	author
0814E2F6	georgios tziritas	author
0A716934	volker tresp	author
0DA6D8C0	martin j wainwright	author
0DECC8A7	raya fratkina	author
0E49E780	jarmo laaksolahti	author
0EE77AAD	behzad shahrary	author
0F8179A6	chloe kiddon	author
0FD3FC6C	elaine g toms	author
10C6FD09	vikas sindhwani	author
11883F38	yvan labiche	author
1225354C	dana cobzas	author
1235B62D	yehoshua y zeevi	author
125A519E	willy zwaenepoel	author
131E9E12	nir sochen	author
13DC329C	gunther r raidl	author
17593854	umesh vazirani	author
19F90212	pietro torasso	author
240DF14F	christopher g atkeson	author
2A5670CB	edward rosten	author
2A687E8E	marco maggini	author
2C0B64E2	lisa torrey	author
3AEB8615	sue yeon syn	author
42E33A4D	peter dolog	author
4759F6BD	jeffrey bardzell	author
549DBE9F	michael ostland	author
5F9E7E8A	patrick mihelich	author
6292475E	irina rish	author
6F1CCD2F	carolyn j crouch	author
6FF9A5FC	jure leskovec	author
70E02072	shohei hido	author
74E8975E	dumitru erhan	author
7524ECD6	subbarao kambhampati	author
753F7AE6	brendan j frey	author
75465EEF	alex pentland	author
75D4A1A5	thomas mensink	author
7600EDEC	david w cheung	author
762C4100	ian porteous	author
764EF707	matthew rosencrantz	author
76DDB001	carla e brodley	author
770E0D06	ahmed elhossini	author
772D1ED3	krishna bharat	author
773958F0	rica gonen	author
775B7B1E	joseph a konstan	author
77A7E5B3	brendan del favero	author
77B97482	qiang fu	author
77F770E2	vijay v vazirani	author
78A7E93E	sang k cha	author
78B4190C	pradeep k khosla	author
78BE753D	katya scheinberg	author
79028EAA	leonard mcmillan	author
7932BE4D	richard r muntz	author
794508A7	davi geiger	author
79A96F8B	jonathan s yedidia	author
79B55EC5	nikos paragios	author
79C05350	anastasios kementsietsidis	author
79E74F4C	harumi kuno	author
7A1DBD6E	tao tao	author
7A25655D	dhiral gada	author
7A29DBAA	daniel kifer	author
7A8F7600	thomas t tran	author
7AD98080	alex waibel	author
7ADB0C0D	brian kulis	author
7AEBF0BC	yaacov ritov	author
7B50CE3E	harpreet s sawhney	author
7B5CC823	jakob santner	author
7B87EB60	henry tirri	author
7BF9367C	gerd stumme	author
7C27A986	dennis shasha	author
7C40DCA6	peter d turney	author
7C6BD9A9	larry a rendell	author
7C7636D4	krishnaram kenthapadi	author
7C967832	constantinos daskalakis	author
7CD819C3	david m pennock	author
7CF754AE	ryen w white	author
7CFF008D	zhiming ma	author
7D154099	shianhua lin	author
7D2ACF15	csaba szepesva ri	author
7D2E9392	leefeng chien	author
7D3D042E	jianxin wu	author
7D3F802A	huanhuan cao	author
7D469571	matthew brand	author
7D5724C0	haibin cheng	author
7D5A694F	stefan kurtz	author
7D673BE3	claude nanjo	author
7D7E91B3	kiseok choi	author
7D881A87	thomas neumann	author
7D9D54CE	s pellegrini	author
7DAABBEA	tieyan liu	author
7DABF783	michael j stark	author
7DCC2157	sridhar ramaswamy	author
7DDC1F1C	charles jacobs	author
7DE735EC	bill tomlinson	author
7DEA1820	emmanuel muller	author
7DEFF67B	changtien lu	author
7DFE15C5	joshua goodman	author
7E05B9E9	sangwook kim	author
7E0A2E77	william a gale	author
7E4DA2B1	jiayuan huang	author
7E50AF3E	chris dyer	author
7E51DC8A	john canny	author
7E575696	tzyyping jung	author
7E71609B	paul brown	author
7E89AD73	h fuchs	author
7E8A745E	soo ling lim	author
7E9144A1	rong liu	author
7EA8E565	hiroyuki kitagawa	author
7EBB492B	boryiing su	author
7EBC4B62	martin b scholz	author
7EC30D1A	rune moller jensen	author
7EDD5FD4	elin ronby pedersen	author
7EE457A3	monika r henzinger	author
7EF0CD62	frederick p roth	author
7EF67BA3	sven koenig	author
7F038D6A	kyung soon lee	author
7F071CC7	thomas degris	author
7F23F52B	alicia peregrin wolfe	author
7F282590	shay b cohen	author
7F2F8674	jie lu	author
7F5AFF2F	wensheng zhang	author
7F6139C5	clayton lewis	author
7F67EB17	z v popovic	author
7F69AB1F	kishore k reddy	author
7F8C9847	leonid sigal	author
7FC3A30D	naren ramakrishnan	author
7FD65406	erik andersen	author
7FDD7510	kai j miller	author
7FE4CB14	fulai chung	author
7FFE2801	jianguang lou	author
80016278	andreas butz	author
80045A2F	fei wang	author
801C5938	shihfu chang	author
8021B571	shankar sastry	author
802B6BFA	partha pratim talukdar	author
8030B6C6	zenian li	author
80323D9E	kang hoon lee	author
803754B2	andreas weber	author
806B9328	thomas j lee	author
806C1448	craig a tovey	author
806C5EC3	jen golbeck	author
808DCABE	carl burch	author
808FBA74	douglas w bristol	author
809A16DE	donghui yan	author
80B0AF93	philippos mordohai	author
80B6F3E5	joseph jofish kaye	author
80BC0CEA	wei wu	author
80C3BB24	yeehong yang	author
80CFDD89	mohammad mahdian	author
80D1E576	yufeng kou	author
80D4888D	james hays	author
80D4F612	ching man au yeung	author
80D70E95	marc light	author
810BF5F4	brigham anderson	author
8118A14E	jieping ye	author
81229EA2	john cabral	author
812B8DBD	zhen hua liu	author
812EBB35	jeansebastien franco	author
81483A8C	manfred jaeger	author
814A5527	xin jin	author
815258D1	douglas l vail	author
8169EA35	ning zhang	author
816C6F11	joris m mooij	author
8178DC2E	jian hu	author
818F5DC2	lei zhang	author
81A01D24	catherine l smith	author
82955953	narayanan sundaram	author
82BBD0B4	shikhar mishra	author
8312C150	steven w norton	author
83F04F19	tao liu	author
83F66B92	larry rendell	author
845F44D9	d r karget	author
8471E458	thomas ball	author
84BD5386	masuma a walji	author
84ED8FC6	anand madhavan	author
84F21958	john emenecker	author
84F64823	arik azran	author
84FAA5E4	cheng zhang	author
84FBCCC6	rob cardwell	author
8522B3C5	yannis manolopoulos	author
85383A24	sheaudong lang	author
861730BB	xiaoli z fern	author
862D20EA	fernando fernandez	author
01DEFAF6	kayvon fatahalian	author
01E6E458	ben johnsonlaird	author
0401AA40	david stavens	author
058F6064	helmut prendinger	author
05E07FAE	marzena kryszkiewicz	author
08F6033E	gergely lukacsy	author
09DD7754	juho rousu	author
0AEC6FE2	david mcallester	author
0C85CF18	benjamin piwowarski	author
0C9F83BA	marten wegkamp	author
0CE0EF59	vladislav shkapenyuk	author
0CFE2634	patrick bouthemy	author
0D1C47F7	nemanja petrovic	author
0F5FCC44	scott m lopresto	author
113BBABC	polina golland	author
11AA1A08	philippe cudremauroux	author
1249855C	hemant d tagare	author
1267167D	henrique s malvar	author
12EC83C5	jasmina bogojeska	author
139942F7	paolo palmerini	author
1624BB83	agisilaos konidaris	author
17E113F4	t scott saponas	author
22424BB0	irfan essa	author
2AF2111A	r v ramamoorthi	author
2BCAAF5A	rajiv t maheswaran	author
2BD1FA96	stephen muggleton	author
3BFE0C25	stephanie buisine	author
48D089E9	ruth rosenholtz	author
4A8C61C0	nicolas delannay	author
4B991638	ines lynce	author
4BE3A5F2	peter zabback	author
4C261C44	miroslav kubat	author
588ABCD2	martin halvey	author
6BA507EF	atsuyuki morishima	author
6BD62605	vladlen koltun	author
6D07E9C5	kedar bellare	author
6D49E52A	andrea frome	author
721CE89B	michalis vazirgiannis	author
7515A52E	alexis angelidis	author
751DF258	al borchers	author
75309207	bart selman	author
7572D13D	richard szeliski	author
7583065E	thanh nguyen	author
76344690	martin chodorow	author
7686F4FC	carlos guestrin	author
76AD456E	santosh vempala	author
77C371FC	marissa westerfield	author
77CA6129	patrick baudisch	author
77D1CDB2	sharon goldwater	author
7813F3AD	zharko aleksovski	author
785D540D	douglass r cutting	author
7867786E	jens lagergren	author
7871DB74	dallan quass	author
78807E42	yoav freund	author
788E7F27	g i thorbergsson	author
78A1A8E6	randall hauch	author
78E7F637	aner benartzi	author
7924094D	i budak arpinar	author
794DCC81	deepak ravichandran	author
79A288C6	peter spirtes	author
79E0C710	andrea torsello	author
7A1738CB	david mimno	author
7A98060D	boaz nadler	author
7ADCD859	barbara j grosz	author
7B2DAA36	vikki fix	author
7B2F96B9	thomas e horton	author
7B43F5A0	trevor standley	author
7B83CAC5	faisal kamiran	author
7C03E1B8	frank meyer	author
7C2F6607	franck genet	author
7C312D36	tomi silander	author
7C4810C1	slawomir koziel	author
7C6EBE82	arvind arasu	author
7CBBA654	joelle pineau	author
7CDCA2BD	pablo arbelaez	author
7CF973EE	asa benhur	author
7D13EC86	j van de weijer	author
7D2EFC04	douglas decarlo	author
7D35A373	hetal thakkar	author
7D4BF552	seyoung kim	author
7D5C1552	kevin s beyer	author
7D61629E	anamaria popescu	author
7D6606C1	ian davidson	author
7DAE66DA	ozgur cetin	author
7DBC8B0B	john snyder	author
7DD2A85F	richard c wang	author
7DFABFAA	richard n taylor	author
7E04F69E	jesse hoey	author
7E086C7D	klaus fischer	author
7E148EE6	jiong yang	author
7E2BC538	wesley w chu	author
7E333836	aram galstyan	author
7E3D6A15	honglak lee	author
7E58A6CB	xingwei yang	author
7E5B1237	fang liu	author
7E718EDF	hans peter graf	author
7E720E7D	alexander c berg	author
7E735CF0	yun gao	author
7E7B8914	james r curran	author
7E890BBC	claudia plant	author
7E94597A	xindong wu	author
7E97C53A	hugo zaragoza	author
7EA299EC	kalev kask	author
7EA85499	donghui zhang	author
7EE6247D	narendra ahuja	author
7EE9BDAC	werner geyer	author
7EF19173	yuanyuan tian	author
7EF77C14	emily b fox	author
7EFDD884	ming lin	author
7EFE1B95	yuanzhong li	author
7F2A2C0F	jenine turner	author
7F3F1748	aharon bar hillel	author
7F55BAEF	ali rahimi	author
7F8081B3	pedro quelhas	author
7F85015B	zhengyu niu	author
7F851082	hazeline u asuncion	author
7F8D1FA6	v k gupta	author
7F94304B	daniel n wood	author
7FCB7C7D	yvonne rogers	author
7FDCE91A	jonathan gratch	author
7FE0FA33	robert luk	author
7FE30EDB	yi ma	author
7FE6D109	richard dearden	author
7FE8EDD5	john g cleary	author
7FFF27E2	john d mccarthy	author
800A736D	joydeep ghosh	author
800C7E62	dan r olsen	author
801D2093	richard s zemel	author
80305FC9	neville mehta	author
80386942	haoliang qi	author
8043DA10	zhaohui wu	author
8050864E	hui fang	author
80629C25	guowang mu	author
80743A3F	christoph schnorr	author
80748FD0	yuhwan kim	author
80772DD9	edwin bonilla	author
807C426A	joe marks	author
808784CD	william a s buxton	author
8094B122	mark hall	author
80AC1060	katherine a heller	author
80C243D5	van dang	author
80C8C0BB	connelly barnes	author
80CF17EA	peter spiller	author
80E97E2F	howard hughes	author
80F003F5	bill chiu	author
81020889	giuseppe lo bello	author
8112D5CA	ji hun ham	author
8123A609	kai li	author
81303E37	yalin wang	author
81595286	jiangtao ren	author
81612F0E	andrew w moore	author
8161DF18	k d baker	author
816F5218	waiho au	author
81711B1A	ilgaz sungur	author
81C30B61	s g djorgovski	author
81C9BDB8	prateek jain	author
81CA2225	heather liddell	author
825B8206	mehran sahami	author
834358B6	s joshi	author
837098C5	joep simons	author
8393AA10	alan s perelson	author
839E5F54	perez	author
83D39352	olfa nasraoui	author
840663C9	rashid ansari	author
840BE4CA	xin dong	author
8450B595	dieter fox	author
8476616E	pradeep shenoy	author
8484871D	shigeru fujimura	author
848DBED0	georgescu	author
84AFEB2A	sandia ren	author
84C4E7BB	k railing	author
84D8C2D2	gumerov	author
84E3F769	a waichee fu	author
84FDA7CA	rao	author
851E077B	giovanni romano	author
8565BA01	kayoko sato	author
857F3F03	brian roark	author
8587C90C	sebastian mika	author
858B8E00	vincent ng	author
8607E629	john wright	author
860F4EFB	kotaro hirasawa	author
8635BA64	qihui zhu	author
8637E26A	shamkant b navathe	author
8638ECE8	malcolm slaney michele	author
863AEE9D	ke zhou	author
01BF60D8	andrea omicini	author
0250BCB2	erik g learnedmiller	author
02A1FDD8	jayant r haritsa	author
032D4125	kostas tsioutsiouliklis	author
06483CF9	cyril nortet	author
0A396E06	john novatnack	author
0B64F37E	yves schabes	author
0C7BECDA	antonis a argyros	author
10070375	monica rogati	author
10F318ED	daniele quercia	author
11B25A2D	alok parlikar	author
128B90F1	ted selker	author
22B5379A	christian lebiere	author
27943CBA	kenichi kanatani	author
28302256	rupert f weare	author
283C4F30	kori inkpen	author
28FC927D	rosalind w picard	author
2F62C24C	ramesh r sarukkai	author
33BB10FA	kristian j hammond	author
482E2065	ilia nouretdinov	author
48E18DB7	leah s larkey	author
49363491	mahdokht masaeli	author
4B3ECC7F	tuomas sandholm	author
544DD85A	gabriel curio	author
5851D2BB	premkumar devanbu	author
5E1E2180	javier carbo rubiera	author
5F78C44D	meirav galun	author
6641B7C4	egon c pasztor	author
689F4A21	kamesh munagala	author
71B80D11	michael schillo	author
73196E49	alex m aisen	author
74B94242	walker royce	author
7550C5C8	didier dubois	author
75942C02	michael shilman	author
75D1CC58	george forman	author
75F32586	alcherio martinoli	author
76B5739E	andrew lippman	author
76DC085A	paul beardsley	author
77875501	adam sadilek	author
77E9118B	david w aha	author
7820A382	sukumar chakravarthy	author
78747BD5	abhinav golas	author
788DFD3D	belle l tseng	author
78AE1625	wolfgang menzel	author
78F04AE2	timothy p mccandless	author
78F91286	markus nick	author
795E0F8E	ian burns	author
79850D33	thad starner	author
79EF8C85	j kivinen	author
79EF9528	pererik forssen	author
79F222F2	klaus obermayer	author
79F2B063	henry a rowley	author
7A563E91	fang wen	author
7A78BCEC	lars wittenburg	author
7AFDA632	arno zinke	author
7B0C2A7C	gabor g szabo	author
7B396AD3	mihai patrascu	author
7B57CBB1	simon de givry	author
7B796716	javed mostafa	author
7BE28DD0	holger frohlich	author
7C004906	alfio gliozzo	author
7C9D703E	vasundhara puttagunta	author
7CA3AE6D	regis gras	author
7CCC9290	ying wu	author
7D1F1531	rohini k srihari	author
7D1F8CD0	ambuj k singh	author
7D209D63	joshua knowles	author
7D37436C	rodney j douglas	author
7D64B222	xuegang huang	author
7D712171	zhen li	author
7D94C23E	charlie rothwell	author
7DA2FE29	patrik o hoyer	author
